,state,year,incomepcap
76,Alaska,1976,12109.0
77,Alaska,1977,12388.0
78,Alaska,1978,12495.0
79,Alaska,1979,13199.0
80,Alaska,1980,14975.0
81,Alaska,1981,16528.0
82,Alaska,1982,18819.0
83,Alaska,1983,18843.0
84,Alaska,1984,19395.0
85,Alaska,1985,20104.0
86,Alaska,1986,19673.0
87,Alaska,1987,19244.0
88,Alaska,1988,19848.0
89,Alaska,1989,21525.0
90,Alaska,1990,22594.0
91,Alaska,1991,23092.0
92,Alaska,1992,23706.0
93,Alaska,1993,24478.0
94,Alaska,1994,25186.0
95,Alaska,1995,25778.0
96,Alaska,1996,26179.0
97,Alaska,1997,27197.0
98,Alaska,1998,27943.0
99,Alaska,1999,28538.0
100,Alaska,2000,30508.0
101,Alaska,2001,32251.0
102,Alaska,2002,33174.0
103,Alaska,2003,33657.0
104,Alaska,2004,34993.0
105,Alaska,2005,36911.0
106,Alaska,2006,38951.0
107,Alaska,2007,41316.0
108,Alaska,2008,44801.0
109,Alaska,2009,43233.0
110,Alaska,2010,44205.0
111,Alaska,2011,52368.0
112,Alaska,2012,53597.0
113,Alaska,2013,52682.0
114,Alaska,2014,55775.0
115,Alaska,2015,57562.0
116,Alaska,2016,56217.0
117,Alaska,2017,57295.0
118,Alaska,2018,60234.0
119,Alaska,2019,62629.0
120,Alaska,2020,
197,Alabama,1976,5313.0
198,Alabama,1977,5794.0
199,Alabama,1978,6464.0
200,Alabama,1979,7139.0
201,Alabama,1980,7825.0
202,Alabama,1981,8659.0
203,Alabama,1982,9152.0
204,Alabama,1983,9772.0
205,Alabama,1984,10752.0
206,Alabama,1985,11504.0
207,Alabama,1986,12080.0
208,Alabama,1987,12735.0
209,Alabama,1988,13639.0
210,Alabama,1989,14776.0
211,Alabama,1990,15618.0
212,Alabama,1991,16337.0
213,Alabama,1992,17264.0
214,Alabama,1993,17766.0
215,Alabama,1994,18656.0
216,Alabama,1995,19551.0
217,Alabama,1996,20245.0
218,Alabama,1997,21118.0
219,Alabama,1998,22217.0
220,Alabama,1999,22961.0
221,Alabama,2000,24067.0
222,Alabama,2001,25072.0
223,Alabama,2002,25762.0
224,Alabama,2003,26660.0
225,Alabama,2004,28256.0
226,Alabama,2005,29681.0
227,Alabama,2006,31208.0
228,Alabama,2007,32528.0
229,Alabama,2008,33952.0
230,Alabama,2009,32661.0
231,Alabama,2010,33516.0
232,Alabama,2011,34991.0
233,Alabama,2012,35877.0
234,Alabama,2013,36099.0
235,Alabama,2014,37256.0
236,Alabama,2015,38871.0
237,Alabama,2016,39509.0
238,Alabama,2017,41000.0
239,Alabama,2018,42676.0
240,Alabama,2019,44102.0
241,Alabama,2020,
318,Arkansas,1976,5157.0
319,Arkansas,1977,5657.0
320,Arkansas,1978,6469.0
321,Arkansas,1979,7020.0
322,Arkansas,1980,7521.0
323,Arkansas,1981,8508.0
324,Arkansas,1982,8947.0
325,Arkansas,1983,9463.0
326,Arkansas,1984,10486.0
327,Arkansas,1985,11128.0
328,Arkansas,1986,11625.0
329,Arkansas,1987,12023.0
330,Arkansas,1988,12855.0
331,Arkansas,1989,13727.0
332,Arkansas,1990,14402.0
333,Arkansas,1991,15103.0
334,Arkansas,1992,16204.0
335,Arkansas,1993,16692.0
336,Arkansas,1994,17496.0
337,Arkansas,1995,18260.0
338,Arkansas,1996,19170.0
339,Arkansas,1997,19846.0
340,Arkansas,1998,20798.0
341,Arkansas,1999,21556.0
342,Arkansas,2000,22574.0
343,Arkansas,2001,23864.0
344,Arkansas,2002,24260.0
345,Arkansas,2003,25407.0
346,Arkansas,2004,26810.0
347,Arkansas,2005,27858.0
348,Arkansas,2006,29385.0
349,Arkansas,2007,31353.0
350,Arkansas,2008,32834.0
351,Arkansas,2009,31969.0
352,Arkansas,2010,32678.0
353,Arkansas,2011,33856.0
354,Arkansas,2012,36231.0
355,Arkansas,2013,36224.0
356,Arkansas,2014,38247.0
357,Arkansas,2015,39491.0
358,Arkansas,2016,40360.0
359,Arkansas,2017,41622.0
360,Arkansas,2018,43290.0
361,Arkansas,2019,44582.0
362,Arkansas,2020,
439,Arizona,1976,6061.0
440,Arizona,1977,6615.0
441,Arizona,1978,7532.0
442,Arizona,1979,8509.0
443,Arizona,1980,9484.0
444,Arizona,1981,10582.0
445,Arizona,1982,10882.0
446,Arizona,1983,11630.0
447,Arizona,1984,12803.0
448,Arizona,1985,13636.0
449,Arizona,1986,14335.0
450,Arizona,1987,14896.0
451,Arizona,1988,15583.0
452,Arizona,1989,16281.0
453,Arizona,1990,16806.0
454,Arizona,1991,17253.0
455,Arizona,1992,17762.0
456,Arizona,1993,18371.0
457,Arizona,1994,19385.0
458,Arizona,1995,20164.0
459,Arizona,1996,21159.0
460,Arizona,1997,22231.0
461,Arizona,1998,23722.0
462,Arizona,1999,24583.0
463,Arizona,2000,26293.0
464,Arizona,2001,27091.0
465,Arizona,2002,27459.0
466,Arizona,2003,28239.0
467,Arizona,2004,30080.0
468,Arizona,2005,32223.0
469,Arizona,2006,34326.0
470,Arizona,2007,35441.0
471,Arizona,2008,36054.0
472,Arizona,2009,33957.0
473,Arizona,2010,34553.0
474,Arizona,2011,34968.0
475,Arizona,2012,36125.0
476,Arizona,2013,36604.0
477,Arizona,2014,38232.0
478,Arizona,2015,39699.0
479,Arizona,2016,40779.0
480,Arizona,2017,42566.0
481,Arizona,2018,44558.0
482,Arizona,2019,45975.0
483,Arizona,2020,
560,California,1976,7835.0
561,California,1977,8572.0
562,California,1978,9572.0
563,California,1979,10719.0
564,California,1980,11928.0
565,California,1981,13144.0
566,California,1982,13742.0
567,California,1983,14517.0
568,California,1984,15913.0
569,California,1985,16777.0
570,California,1986,17526.0
571,California,1987,18447.0
572,California,1988,19515.0
573,California,1989,20448.0
574,California,1990,21380.0
575,California,1991,21734.0
576,California,1992,22439.0
577,California,1993,22744.0
578,California,1994,23448.0
579,California,1995,24498.0
580,California,1996,25788.0
581,California,1997,27063.0
582,California,1998,29195.0
583,California,1999,30679.0
584,California,2000,33404.0
585,California,2001,33896.0
586,California,2002,34049.0
587,California,2003,34975.0
588,California,2004,36887.0
589,California,2005,38731.0
590,California,2006,41518.0
591,California,2007,43211.0
592,California,2008,43993.0
593,California,2009,41353.0
594,California,2010,42578.0
595,California,2011,46177.0
596,California,2012,48819.0
597,California,2013,49312.0
598,California,2014,52376.0
599,California,2015,55853.0
600,California,2016,58074.0
601,California,2017,60581.0
602,California,2018,63759.0
603,California,2019,66745.0
604,California,2020,
681,Colorado,1976,6880.0
682,Colorado,1977,7535.0
683,Colorado,1978,8485.0
684,Colorado,1979,9502.0
685,Colorado,1980,10714.0
686,Colorado,1981,12078.0
687,Colorado,1982,12904.0
688,Colorado,1983,13538.0
689,Colorado,1984,14669.0
690,Colorado,1985,15267.0
691,Colorado,1986,15713.0
692,Colorado,1987,16205.0
693,Colorado,1988,17072.0
694,Colorado,1989,18398.0
695,Colorado,1990,19377.0
696,Colorado,1991,20123.0
697,Colorado,1992,21102.0
698,Colorado,1993,22152.0
699,Colorado,1994,23237.0
700,Colorado,1995,24575.0
701,Colorado,1996,25964.0
702,Colorado,1997,27402.0
703,Colorado,1998,29174.0
704,Colorado,1999,30919.0
705,Colorado,2000,33986.0
706,Colorado,2001,35355.0
707,Colorado,2002,35131.0
708,Colorado,2003,35312.0
709,Colorado,2004,36849.0
710,Colorado,2005,38795.0
711,Colorado,2006,41181.0
712,Colorado,2007,42724.0
713,Colorado,2008,44164.0
714,Colorado,2009,41317.0
715,Colorado,2010,42226.0
716,Colorado,2011,43568.0
717,Colorado,2012,45660.0
718,Colorado,2013,47295.0
719,Colorado,2014,50687.0
720,Colorado,2015,52219.0
721,Colorado,2016,52431.0
722,Colorado,2017,55550.0
723,Colorado,2018,58836.0
724,Colorado,2019,61159.0
725,Colorado,2020,
802,Connecticut,1976,7878.0
803,Connecticut,1977,8684.0
804,Connecticut,1978,9656.0
805,Connecticut,1979,10855.0
806,Connecticut,1980,12321.0
807,Connecticut,1981,13780.0
808,Connecticut,1982,14849.0
809,Connecticut,1983,15737.0
810,Connecticut,1984,17496.0
811,Connecticut,1985,18635.0
812,Connecticut,1986,19895.0
813,Connecticut,1987,21573.0
814,Connecticut,1988,23557.0
815,Connecticut,1989,25397.0
816,Connecticut,1990,26198.0
817,Connecticut,1991,26430.0
818,Connecticut,1992,28287.0
819,Connecticut,1993,29051.0
820,Connecticut,1994,29891.0
821,Connecticut,1995,31366.0
822,Connecticut,1996,32835.0
823,Connecticut,1997,34877.0
824,Connecticut,1998,37226.0
825,Connecticut,1999,38718.0
826,Connecticut,2000,41920.0
827,Connecticut,2001,43561.0
828,Connecticut,2002,43243.0
829,Connecticut,2003,43576.0
830,Connecticut,2004,46174.0
831,Connecticut,2005,48134.0
832,Connecticut,2006,52324.0
833,Connecticut,2007,55859.0
834,Connecticut,2008,56904.0
835,Connecticut,2009,53573.0
836,Connecticut,2010,54877.0
837,Connecticut,2011,63793.0
838,Connecticut,2012,64902.0
839,Connecticut,2013,63539.0
840,Connecticut,2014,66469.0
841,Connecticut,2015,68340.0
842,Connecticut,2016,69886.0
843,Connecticut,2017,71699.0
844,Connecticut,2018,74791.0
845,Connecticut,2019,77273.0
846,Connecticut,2020,
923,District of Columbia,1976,8728.0
924,District of Columbia,1977,9639.0
925,District of Columbia,1978,10367.0
926,District of Columbia,1979,11224.0
927,District of Columbia,1980,12218.0
928,District of Columbia,1981,13381.0
929,District of Columbia,1982,14570.0
930,District of Columbia,1983,15379.0
931,District of Columbia,1984,16986.0
932,District of Columbia,1985,18051.0
933,District of Columbia,1986,18932.0
934,District of Columbia,1987,20046.0
935,District of Columbia,1988,22157.0
936,District of Columbia,1989,23843.0
937,District of Columbia,1990,26015.0
938,District of Columbia,1991,27333.0
939,District of Columbia,1992,28694.0
940,District of Columbia,1993,29883.0
941,District of Columbia,1994,30804.0
942,District of Columbia,1995,31291.0
943,District of Columbia,1996,32981.0
944,District of Columbia,1997,34807.0
945,District of Columbia,1998,36503.0
946,District of Columbia,1999,37093.0
947,District of Columbia,2000,40462.0
948,District of Columbia,2001,45421.0
949,District of Columbia,2002,46347.0
950,District of Columbia,2003,48451.0
951,District of Columbia,2004,52362.0
952,District of Columbia,2005,56362.0
953,District of Columbia,2006,60957.0
954,District of Columbia,2007,65329.0
955,District of Columbia,2008,70653.0
956,District of Columbia,2009,67775.0
957,District of Columbia,2010,70044.0
958,District of Columbia,2011,67366.0
959,District of Columbia,2012,68310.0
960,District of Columbia,2013,67821.0
961,District of Columbia,2014,71217.0
962,District of Columbia,2015,75277.0
963,District of Columbia,2016,77629.0
964,District of Columbia,2017,78974.0
965,District of Columbia,2018,80943.0
966,District of Columbia,2019,83111.0
967,District of Columbia,2020,
1044,Delaware,1976,7345.0
1045,Delaware,1977,7892.0
1046,Delaware,1978,8624.0
1047,Delaware,1979,9482.0
1048,Delaware,1980,10756.0
1049,Delaware,1981,11827.0
1050,Delaware,1982,12684.0
1051,Delaware,1983,13468.0
1052,Delaware,1984,14748.0
1053,Delaware,1985,15900.0
1054,Delaware,1986,16589.0
1055,Delaware,1987,17604.0
1056,Delaware,1988,18819.0
1057,Delaware,1989,20559.0
1058,Delaware,1990,21209.0
1059,Delaware,1991,22073.0
1060,Delaware,1992,22500.0
1061,Delaware,1993,22885.0
1062,Delaware,1994,23487.0
1063,Delaware,1995,24409.0
1064,Delaware,1996,25808.0
1065,Delaware,1997,26574.0
1066,Delaware,1998,28397.0
1067,Delaware,1999,29072.0
1068,Delaware,2000,31009.0
1069,Delaware,2001,32350.0
1070,Delaware,2002,33130.0
1071,Delaware,2003,33760.0
1072,Delaware,2004,35534.0
1073,Delaware,2005,36771.0
1074,Delaware,2006,38812.0
1075,Delaware,2007,39808.0
1076,Delaware,2008,40549.0
1077,Delaware,2009,38626.0
1078,Delaware,2010,39664.0
1079,Delaware,2011,43881.0
1080,Delaware,2012,44061.0
1081,Delaware,2013,44315.0
1082,Delaware,2014,45962.0
1083,Delaware,2015,47976.0
1084,Delaware,2016,48781.0
1085,Delaware,2017,50738.0
1086,Delaware,2018,52848.0
1087,Delaware,2019,54323.0
1088,Delaware,2020,
1165,Florida,1976,6360.0
1166,Florida,1977,6972.0
1167,Florida,1978,7841.0
1168,Florida,1979,8731.0
1169,Florida,1980,9921.0
1170,Florida,1981,11101.0
1171,Florida,1982,11682.0
1172,Florida,1983,12640.0
1173,Florida,1984,13718.0
1174,Florida,1985,14643.0
1175,Florida,1986,15391.0
1176,Florida,1987,16193.0
1177,Florida,1988,17291.0
1178,Florida,1989,18734.0
1179,Florida,1990,19437.0
1180,Florida,1991,19776.0
1181,Florida,1992,20474.0
1182,Florida,1993,21197.0
1183,Florida,1994,21919.0
1184,Florida,1995,23014.0
1185,Florida,1996,24050.0
1186,Florida,1997,24919.0
1187,Florida,1998,26453.0
1188,Florida,1999,27329.0
1189,Florida,2000,29079.0
1190,Florida,2001,29804.0
1191,Florida,2002,30462.0
1192,Florida,2003,31241.0
1193,Florida,2004,33463.0
1194,Florida,2005,35489.0
1195,Florida,2006,37996.0
1196,Florida,2007,39256.0
1197,Florida,2008,39958.0
1198,Florida,2009,37387.0
1199,Florida,2010,38222.0
1200,Florida,2011,40126.0
1201,Florida,2012,41106.0
1202,Florida,2013,40683.0
1203,Florida,2014,43123.0
1204,Florida,2015,45251.0
1205,Florida,2016,46042.0
1206,Florida,2017,48473.0
1207,Florida,2018,50939.0
1208,Florida,2019,52391.0
1209,Florida,2020,
1286,Georgia,1976,5687.0
1287,Georgia,1977,6200.0
1288,Georgia,1978,6951.0
1289,Georgia,1979,7656.0
1290,Georgia,1980,8408.0
1291,Georgia,1981,9393.0
1292,Georgia,1982,10041.0
1293,Georgia,1983,10857.0
1294,Georgia,1984,12148.0
1295,Georgia,1985,13052.0
1296,Georgia,1986,13917.0
1297,Georgia,1987,14679.0
1298,Georgia,1988,15721.0
1299,Georgia,1989,16658.0
1300,Georgia,1990,17563.0
1301,Georgia,1991,18110.0
1302,Georgia,1992,19139.0
1303,Georgia,1993,19866.0
1304,Georgia,1994,20945.0
1305,Georgia,1995,22023.0
1306,Georgia,1996,23340.0
1307,Georgia,1997,24287.0
1308,Georgia,1998,25680.0
1309,Georgia,1999,26772.0
1310,Georgia,2000,28541.0
1311,Georgia,2001,29346.0
1312,Georgia,2002,29526.0
1313,Georgia,2003,30056.0
1314,Georgia,2004,31126.0
1315,Georgia,2005,32775.0
1316,Georgia,2006,34061.0
1317,Georgia,2007,35369.0
1318,Georgia,2008,35863.0
1319,Georgia,2009,34081.0
1320,Georgia,2010,34800.0
1321,Georgia,2011,36572.0
1322,Georgia,2012,37246.0
1323,Georgia,2013,37541.0
1324,Georgia,2014,39786.0
1325,Georgia,2015,41784.0
1326,Georgia,2016,42868.0
1327,Georgia,2017,44865.0
1328,Georgia,2018,46921.0
1329,Georgia,2019,48188.0
1330,Georgia,2020,
1407,Hawaii,1976,7880.0
1408,Hawaii,1977,8338.0
1409,Hawaii,1978,9111.0
1410,Hawaii,1979,10098.0
1411,Hawaii,1980,11394.0
1412,Hawaii,1981,12235.0
1413,Hawaii,1982,12780.0
1414,Hawaii,1983,13883.0
1415,Hawaii,1984,14909.0
1416,Hawaii,1985,15591.0
1417,Hawaii,1986,16288.0
1418,Hawaii,1987,17118.0
1419,Hawaii,1988,18496.0
1420,Hawaii,1989,20285.0
1421,Hawaii,1990,21818.0
1422,Hawaii,1991,22763.0
1423,Hawaii,1992,24014.0
1424,Hawaii,1993,24566.0
1425,Hawaii,1994,24847.0
1426,Hawaii,1995,25160.0
1427,Hawaii,1996,25253.0
1428,Hawaii,1997,25892.0
1429,Hawaii,1998,26546.0
1430,Hawaii,1999,27467.0
1431,Hawaii,2000,29024.0
1432,Hawaii,2001,29313.0
1433,Hawaii,2002,30232.0
1434,Hawaii,2003,31197.0
1435,Hawaii,2004,33202.0
1436,Hawaii,2005,35067.0
1437,Hawaii,2006,37507.0
1438,Hawaii,2007,39946.0
1439,Hawaii,2008,41507.0
1440,Hawaii,2009,40681.0
1441,Hawaii,2010,41661.0
1442,Hawaii,2011,43524.0
1443,Hawaii,2012,44765.0
1444,Hawaii,2013,44943.0
1445,Hawaii,2014,47230.0
1446,Hawaii,2015,49456.0
1447,Hawaii,2016,51122.0
1448,Hawaii,2017,53382.0
1449,Hawaii,2018,55116.0
1450,Hawaii,2019,57026.0
1451,Hawaii,2020,
1528,Iowa,1976,6596.0
1529,Iowa,1977,7267.0
1530,Iowa,1978,8379.0
1531,Iowa,1979,8994.0
1532,Iowa,1980,9573.0
1533,Iowa,1981,10840.0
1534,Iowa,1982,11236.0
1535,Iowa,1983,11529.0
1536,Iowa,1984,12815.0
1537,Iowa,1985,13370.0
1538,Iowa,1986,13993.0
1539,Iowa,1987,14786.0
1540,Iowa,1988,15206.0
1541,Iowa,1989,16484.0
1542,Iowa,1990,17350.0
1543,Iowa,1991,17700.0
1544,Iowa,1992,18789.0
1545,Iowa,1993,18700.0
1546,Iowa,1994,20367.0
1547,Iowa,1995,21006.0
1548,Iowa,1996,22787.0
1549,Iowa,1997,23747.0
1550,Iowa,1998,24898.0
1551,Iowa,1999,25539.0
1552,Iowa,2000,27285.0
1553,Iowa,2001,27908.0
1554,Iowa,2002,28823.0
1555,Iowa,2003,29398.0
1556,Iowa,2004,31594.0
1557,Iowa,2005,32204.0
1558,Iowa,2006,33719.0
1559,Iowa,2007,35843.0
1560,Iowa,2008,38313.0
1561,Iowa,2009,37074.0
1562,Iowa,2010,38084.0
1563,Iowa,2011,40942.0
1564,Iowa,2012,42896.0
1565,Iowa,2013,43460.0
1566,Iowa,2014,44783.0
1567,Iowa,2015,46274.0
1568,Iowa,2016,46520.0
1569,Iowa,2017,47629.0
1570,Iowa,2018,50154.0
1571,Iowa,2019,51791.0
1572,Iowa,2020,
1649,Idaho,1976,6100.0
1650,Idaho,1977,6479.0
1651,Idaho,1978,7253.0
1652,Idaho,1979,7796.0
1653,Idaho,1980,8637.0
1654,Idaho,1981,9378.0
1655,Idaho,1982,9622.0
1656,Idaho,1983,10331.0
1657,Idaho,1984,10988.0
1658,Idaho,1985,11497.0
1659,Idaho,1986,11774.0
1660,Idaho,1987,12428.0
1661,Idaho,1988,13437.0
1662,Idaho,1989,14632.0
1663,Idaho,1990,15603.0
1664,Idaho,1991,16015.0
1665,Idaho,1992,17063.0
1666,Idaho,1993,18110.0
1667,Idaho,1994,18865.0
1668,Idaho,1995,19665.0
1669,Idaho,1996,20525.0
1670,Idaho,1997,20961.0
1671,Idaho,1998,22234.0
1672,Idaho,1999,23269.0
1673,Idaho,2000,24685.0
1674,Idaho,2001,25665.0
1675,Idaho,2002,26042.0
1676,Idaho,2003,26452.0
1677,Idaho,2004,28412.0
1678,Idaho,2005,29544.0
1679,Idaho,2006,31493.0
1680,Idaho,2007,32607.0
1681,Idaho,2008,33108.0
1682,Idaho,2009,31031.0
1683,Idaho,2010,31986.0
1684,Idaho,2011,33506.0
1685,Idaho,2012,35177.0
1686,Idaho,2013,36189.0
1687,Idaho,2014,37879.0
1688,Idaho,2015,39748.0
1689,Idaho,2016,40527.0
1690,Idaho,2017,42218.0
1691,Idaho,2018,44514.0
1692,Idaho,2019,45917.0
1693,Idaho,2020,
1770,Illinois,1976,7620.0
1771,Illinois,1977,8359.0
1772,Illinois,1978,9222.0
1773,Illinois,1979,10140.0
1774,Illinois,1980,10980.0
1775,Illinois,1981,12150.0
1776,Illinois,1982,12868.0
1777,Illinois,1983,13420.0
1778,Illinois,1984,14760.0
1779,Illinois,1985,15524.0
1780,Illinois,1986,16304.0
1781,Illinois,1987,17236.0
1782,Illinois,1988,18551.0
1783,Illinois,1989,19672.0
1784,Illinois,1990,20835.0
1785,Illinois,1991,21148.0
1786,Illinois,1992,22553.0
1787,Illinois,1993,23068.0
1788,Illinois,1994,24181.0
1789,Illinois,1995,25382.0
1790,Illinois,1996,26806.0
1791,Illinois,1997,28130.0
1792,Illinois,1998,29746.0
1793,Illinois,1999,30619.0
1794,Illinois,2000,32645.0
1795,Illinois,2001,33232.0
1796,Illinois,2002,33793.0
1797,Illinois,2003,34717.0
1798,Illinois,2004,36164.0
1799,Illinois,2005,37437.0
1800,Illinois,2006,39900.0
1801,Illinois,2007,41950.0
1802,Illinois,2008,43498.0
1803,Illinois,2009,41058.0
1804,Illinois,2010,42057.0
1805,Illinois,2011,44139.0
1806,Illinois,2012,46048.0
1807,Illinois,2013,47122.0
1808,Illinois,2014,49459.0
1809,Illinois,2015,51751.0
1810,Illinois,2016,52413.0
1811,Illinois,2017,54247.0
1812,Illinois,2018,57138.0
1813,Illinois,2019,58786.0
1814,Illinois,2020,
1891,Indiana,1976,6504.0
1892,Indiana,1977,7167.0
1893,Indiana,1978,7950.0
1894,Indiana,1979,8726.0
1895,Indiana,1980,9353.0
1896,Indiana,1981,10287.0
1897,Indiana,1982,10673.0
1898,Indiana,1983,11184.0
1899,Indiana,1984,12402.0
1900,Indiana,1985,13065.0
1901,Indiana,1986,13739.0
1902,Indiana,1987,14522.0
1903,Indiana,1988,15424.0
1904,Indiana,1989,16668.0
1905,Indiana,1990,17454.0
1906,Indiana,1991,17865.0
1907,Indiana,1992,19099.0
1908,Indiana,1993,19885.0
1909,Indiana,1994,20973.0
1910,Indiana,1995,21644.0
1911,Indiana,1996,22655.0
1912,Indiana,1997,23607.0
1913,Indiana,1998,25169.0
1914,Indiana,1999,25899.0
1915,Indiana,2000,27459.0
1916,Indiana,2001,28028.0
1917,Indiana,2002,28476.0
1918,Indiana,2003,29484.0
1919,Indiana,2004,30528.0
1920,Indiana,2005,31141.0
1921,Indiana,2006,32667.0
1922,Indiana,2007,33645.0
1923,Indiana,2008,34890.0
1924,Indiana,2009,33363.0
1925,Indiana,2010,34042.0
1926,Indiana,2011,37646.0
1927,Indiana,2012,39326.0
1928,Indiana,2013,39635.0
1929,Indiana,2014,41083.0
1930,Indiana,2015,42630.0
1931,Indiana,2016,43648.0
1932,Indiana,2017,45217.0
1933,Indiana,2018,47300.0
1934,Indiana,2019,48687.0
1935,Indiana,2020,
2012,Kansas,1976,6716.0
2013,Kansas,1977,7279.0
2014,Kansas,1978,8020.0
2015,Kansas,1979,9119.0
2016,Kansas,1980,9939.0
2017,Kansas,1981,11197.0
2018,Kansas,1982,12056.0
2019,Kansas,1983,12475.0
2020,Kansas,1984,13629.0
2021,Kansas,1985,14312.0
2022,Kansas,1986,14957.0
2023,Kansas,1987,15567.0
2024,Kansas,1988,16207.0
2025,Kansas,1989,17008.0
2026,Kansas,1990,18034.0
2027,Kansas,1991,18605.0
2028,Kansas,1992,19710.0
2029,Kansas,1993,20371.0
2030,Kansas,1994,21235.0
2031,Kansas,1995,21870.0
2032,Kansas,1996,23255.0
2033,Kansas,1997,24504.0
2034,Kansas,1998,26032.0
2035,Kansas,1999,26826.0
2036,Kansas,2000,28468.0
2037,Kansas,2001,29662.0
2038,Kansas,2002,29742.0
2039,Kansas,2003,30812.0
2040,Kansas,2004,31882.0
2041,Kansas,2005,33102.0
2042,Kansas,2006,35678.0
2043,Kansas,2007,37663.0
2044,Kansas,2008,40456.0
2045,Kansas,2009,38246.0
2046,Kansas,2010,39005.0
2047,Kansas,2011,42709.0
2048,Kansas,2012,45108.0
2049,Kansas,2013,45945.0
2050,Kansas,2014,46858.0
2051,Kansas,2015,47315.0
2052,Kansas,2016,47355.0
2053,Kansas,2017,48846.0
2054,Kansas,2018,51236.0
2055,Kansas,2019,53439.0
2056,Kansas,2020,
2133,Kentucky,1976,5457.0
2134,Kentucky,1977,6075.0
2135,Kentucky,1978,6758.0
2136,Kentucky,1979,7603.0
2137,Kentucky,1980,8113.0
2138,Kentucky,1981,8992.0
2139,Kentucky,1982,9552.0
2140,Kentucky,1983,9861.0
2141,Kentucky,1984,11035.0
2142,Kentucky,1985,11503.0
2143,Kentucky,1986,11819.0
2144,Kentucky,1987,12485.0
2145,Kentucky,1988,13553.0
2146,Kentucky,1989,14530.0
2147,Kentucky,1990,15360.0
2148,Kentucky,1991,16142.0
2149,Kentucky,1992,17150.0
2150,Kentucky,1993,17554.0
2151,Kentucky,1994,18308.0
2152,Kentucky,1995,18978.0
2153,Kentucky,1996,19982.0
2154,Kentucky,1997,21021.0
2155,Kentucky,1998,22244.0
2156,Kentucky,1999,23032.0
2157,Kentucky,2000,24785.0
2158,Kentucky,2001,25363.0
2159,Kentucky,2002,25856.0
2160,Kentucky,2003,26347.0
2161,Kentucky,2004,27492.0
2162,Kentucky,2005,28486.0
2163,Kentucky,2006,30034.0
2164,Kentucky,2007,31175.0
2165,Kentucky,2008,32525.0
2166,Kentucky,2009,31957.0
2167,Kentucky,2010,32376.0
2168,Kentucky,2011,34616.0
2169,Kentucky,2012,35741.0
